Date,Location,AQI,SO2,NO2,O3,CO,C6H6,PM10,PM2.5,Pb,Arsen,Cadmiu,Nichel,Benzo(a)pyrene
2023-04-10,Iasi,45.68,103.05,198.83,11.9,6.73,2.77,4.39,15.44,0.25,5.06,1.96,14.74,0.42
2023-04-11,Iasi,57.82,104.86,188.99,67.65,8.57,4.05,4.06,6.41,0.06,0.97,2.63,5.76,0.02
2023-04-12,Iasi,50.79,249.39,29.86,46.32,3.43,3.46,20.68,22.18,0.04,2.59,1.92,6.93,0.52
2023-04-13,Iasi,48.76,287.48,147.17,111.81,2.43,2.73,47.07,10.03,0.26,1.01,3.49,16.67,0.64
2023-04-14,Iasi,63.3,330.55,27.38,107.85,1.72,4.18,17.29,19.89,0.24,1.82,2.18,8.16,0.16
2023-04-15,Iasi,41.59,187.2,170.57,48.52,1.26,4.79,7.82,16.76,0.36,2.7,1.75,0.1,0.85
2023-04-16,Iasi,59.99,230.58,156.72,42.62,8.5,0.45,27.44,9.62,0.23,4.73,3.95,9.3,0.25
2023-04-17,Iasi,41.27,121.97,30.75,47.1,4.08,4.51,41.46,19.09,0.41,4.41,3.01,4.09,0.23
2023-04-18,Iasi,36.38,217.35,196.09,59.32,4.52,1.76,48.82,15.33,0.38,2.39,3.22,3.85,0.48
2023-04-19,Iasi,35.91,57.61,23.52,8.7,8.82,3.63,13.96,13.91,0.15,2.34,3.6,3.44,0.92
2023-04-20,Iasi,40.5,72.53,133.85,107.13,5.02,2.68,49.33,9.51,0.35,4.09,3.47,3.68,0.65
2023-04-21,Iasi,64.38,45.89,106.67,46.36,9.12,3.53,42.93,12.6,0.44,1.0,0.61,15.24,0.28
2023-04-22,Iasi,57.12,154.62,187.37,81.54,7.96,0.72,19.81,18.11,0.36,5.9,1.77,5.63,0.14
2023-04-23,Iasi,63.9,232.57,156.3,113.49,3.36,2.76,41.85,19.95,0.35,5.15,0.91,3.58,0.56
2023-04-24,Iasi,54.99,299.15,155.56,34.85,5.58,3.23,20.87,11.6,0.31,0.27,1.26,11.93,0.85
2023-04-25,Iasi,43.1,25.2,134.09,69.62,0.12,3.13,11.27,18.8,0.4,5.37,3.87,4.94,0.18
2023-04-26,Iasi,55.66,189.57,192.37,62.6,5.51,0.82,36.27,11.82,0.31,0.34,1.25,11.41,0.67
2023-04-27,Iasi,36.07,305.07,171.57,14.66,1.16,3.31,16.62,23.55,0.03,1.11,1.6,18.56,0.54
2023-04-28,Iasi,54.71,299.39,72.25,86.46,5.43,3.51,5.03,20.72,0.03,0.21,4.5,8.83,0.14
2023-04-29,Iasi,40.59,320.3,38.24,55.63,2.77,4.07,4.79,7.95,0.38,4.28,0.33,16.73,0.93
2023-04-30,Iasi,53.06,114.97,195.88,47.41,4.35,4.73,1.05,2.01,0.28,1.2,3.49,0.28,0.53
2023-05-01,Iasi,51.67,318.62,77.25,41.14,8.75,2.75,34.73,4.12,0.45,1.64,2.83,11.11,0.15
2023-05-02,Iasi,51.28,63.07,160.45,20.58,2.84,3.27,40.05,12.43,0.34,3.76,1.11,9.73,0.51
2023-05-03,Iasi,45.17,226.07,149.73,70.17,9.68,3.85,40.59,5.08,0.09,1.68,1.01,14.77,0.3
2023-05-04,Iasi,45.59,145.27,12.35,94.73,4.93,1.29,28.5,8.33,0.01,5.96,4.39,6.9,0.86
2023-05-05,Iasi,58.18,17.2,115.01,88.85,4.51,1.55,29.5,23.96,0.48,0.74,1.81,15.9,0.01
2023-05-06,Iasi,53.64,270.47,158.03,48.77,9.48,4.22,15.97,12.5,0.48,3.84,4.69,13.06,0.81
2023-05-07,Iasi,51.99,324.94,16.11,11.44,5.07,4.16,0.44,18.54,0.15,2.31,1.24,1.93,0.57
2023-05-08,Iasi,53.17,284.79,157.05,100.32,2.65,0.64,37.03,14.23,0.12,1.37,3.63,0.99,0.64
2023-05-09,Iasi,54.08,3.03,199.04,66.73,6.14,3.12,6.91,22.57,0.46,0.7,4.67,10.84,0.12
2023-05-10,Iasi,46.06,233.52,149.34,51.28,3.34,1.84,19.96,15.54,0.47,3.95,2.72,6.18,0.65
2023-05-11,Iasi,40.17,291.32,58.07,102.54,8.78,1.24,9.65,19.05,0.48,2.93,4.03,3.08,0.81
2023-05-12,Iasi,51.84,7.54,193.46,25.41,2.82,3.38,30.84,23.52,0.01,1.28,2.0,8.02,0.62
2023-05-13,Iasi,40.03,226.57,191.82,76.78,9.69,4.04,3.9,10.05,0.33,3.22,0.6,8.16,0.71
2022-01-01,Constanta,48.75,303.58,190.06,8.27,6.32,1.3,37.42,1.74,0.22,4.27,4.09,14.16,0.6
2022-01-02,Constanta,36.79,145.92,186.25,80.32,2.22,1.71,6.64,8.76,0.24,4.45,3.71,5.91,0.78
2022-01-03,Constanta,46.26,252.17,65.27,33.68,7.59,1.58,14.18,12.85,0.33,0.74,2.44,2.34,0.77
2022-01-04,Constanta,38.92,94.59,194.59,54.48,5.96,0.93,30.08,18.77,0.22,5.09,2.42,6.79,0.79
2022-01-05,Constanta,57.19,200.5,166.26,49.22,1.25,0.9,6.35,0.44,0.29,3.12,0.54,2.55,0.58
2022-01-06,Constanta,51.57,38.8,62.19,47.21,6.07,4.15,32.83,20.43,0.48,2.38,4.17,16.98,0.41
2022-01-07,Constanta,40.48,309.84,173.13,3.97,2.39,0.4,9.21,17.72,0.01,5.28,0.06,14.87,0.96
2022-01-08,Constanta,66.63,344.12,62.15,96.23,6.79,1.71,29.99,7.38,0.31,2.14,0.79,6.3,0.52
2022-01-09,Constanta,48.34,319.69,57.94,21.61,0.7,3.22,27.18,3.12,0.47,0.73,2.96,13.14,0.31
2022-01-10,Constanta,53.74,242.18,135.52,41.25,2.71,1.67,36.42,1.32,0.12,3.34,1.86,6.49,0.24
2022-01-11,Constanta,41.76,99.22,125.17,41.96,7.95,0.55,48.83,21.29,0.28,3.0,3.1,4.14,0.63
2022-01-12,Constanta,57.27,278.96,129.33,23.03,6.61,4.14,23.46,19.97,0.34,5.62,0.99,12.18,0.56
2022-01-13,Constanta,46.34,145.71,83.06,102.99,5.98,2.02,18.36,8.52,0.3,4.84,0.52,13.9,0.12
2022-01-14,Constanta,46.57,189.18,104.09,116.81,1.69,1.31,28.43,22.12,0.06,3.05,1.66,6.83,0.14
2022-01-15,Constanta,59.81,306.06,192.49,26.11,8.04,4.78,24.63,22.25,0.13,1.4,1.59,14.94,0.51
2022-01-16,Constanta,46.35,65.67,14.02,88.03,0.82,0.58,40.46,24.9,0.46,3.92,2.46,14.11,0.77
2022-01-17,Constanta,44.6,108.25,101.07,23.47,0.52,2.62,18.13,16.54,0.49,1.56,1.79,10.98,0.57
2022-01-18,Constanta,64.02,5.94,153.04,24.99,4.06,4.27,38.41,5.21,0.36,1.41,4.66,3.62,0.14
2022-01-19,Constanta,56.11,341.81,37.07,91.99,7.44,0.29,20.46,0.91,0.26,0.06,1.22,11.35,0.64
2022-01-20,Constanta,56.5,339.87,124.97,110.26,8.42,1.56,5.49,9.7,0.11,1.66,0.03,9.48,0.38
2022-01-21,Constanta,45.87,318.76,154.43,49.9,4.76,2.76,21.17,9.7,0.26,4.79,4.89,7.62,0.52
2022-01-22,Constanta,46.16,307.05,85.12,117.66,8.43,3.28,48.5,11.83,0.13,1.3,1.6,3.22,0.89
2022-01-23,Constanta,58.52,206.39,83.25,73.56,2.18,0.11,16.98,15.2,0.21,4.39,1.32,13.19,0.37
2022-01-24,Constanta,64.9,86.23,126.1,97.4,9.05,1.78,5.56,5.68,0.18,0.22,3.94,0.6,0.77
2022-01-25,Constanta,36.21,118.11,138.75,48.46,0.8,2.29,38.91,9.43,0.26,2.3,4.47,14.65,0.78
2022-01-26,Constanta,48.17,310.09,54.22,57.57,7.85,4.22,13.66,16.08,0.14,1.34,0.18,9.62,0.32
2022-01-27,Constanta,50.46,248.16,15.24,97.17,7.23,0.28,7.81,12.83,0.03,5.55,4.83,14.51,0.81
2022-01-28,Constanta,44.11,221.82,166.69,30.65,4.84,1.33,42.55,2.37,0.14,3.7,4.86,12.21,0.98
2022-01-29,Constanta,51.66,326.39,2.09,35.85,0.83,0.59,42.04,5.71,0.27,5.44,3.98,12.0,0.02
2022-01-30,Constanta,63.85,158.32,176.53,6.61,5.64,0.76,8.89,9.31,0.06,4.07,4.07,16.46,0.27
2022-01-31,Constanta,65.02,100.62,107.15,13.86,7.24,3.09,41.15,22.61,0.12,5.69,3.39,13.2,0.84
2022-02-01,Constanta,41.72,39.7,172.39,112.64,9.38,2.39,29.85,3.21,0.46,1.25,3.84,7.01,0.55
2022-02-02,Constanta,49.73,15.82,164.6,3.95,5.2,4.71,3.61,11.34,0.21,1.53,3.62,16.35,0.64
2022-02-03,Constanta,66.58,20.43,54.42,105.94,2.22,1.82,22.22,23.16,0.15,4.75,4.08,17.01,0.25
2022-02-04,Constanta,38.66,312.24,45.18,94.45,7.19,1.92,48.58,10.58,0.02,0.67,3.49,4.96,0.37
2022-02-05,Constanta,53.96,315.38,66.65,49.64,9.18,0.01,4.22,20.29,0.15,3.42,1.64,2.15,0.93
2022-02-06,Constanta,62.42,210.6,137.17,49.12,7.19,1.67,27.5,7.38,0.32,4.72,4.07,2.25,0.16
2022-02-07,Constanta,53.84,278.15,18.75,85.07,0.24,4.96,20.44,20.67,0.4,4.16,1.19,11.64,0.99
2022-02-08,Constanta,57.76,214.96,73.94,55.43,6.23,2.36,18.64,9.07,0.37,2.63,1.39,18.96,0.75
2022-02-09,Constanta,47.34,259.86,16.63,6.52,8.28,4.36,32.35,7.7,0.38,1.89,1.87,5.38,0.78
2022-02-10,Constanta,43.99,100.55,81.25,21.22,5.88,3.07,21.47,19.05,0.16,2.98,3.97,1.22,0.1
2022-02-11,Constanta,54.83,114.95,25.07,6.83,5.25,0.68,42.44,17.81,0.13,1.06,2.39,1.31,0.83
2022-02-12,Constanta,47.97,20.12,23.83,20.0,9.36,2.34,2.23,14.97,0.08,1.64,2.83,15.83,0.82
2022-02-13,Constanta,57.5,15.91,41.32,78.45,9.1,2.81,28.16,4.16,0.3,1.47,3.25,8.55,0.88
2022-02-14,Constanta,42.48,313.97,25.41,90.87,8.32,4.27,11.39,9.48,0.34,0.46,2.79,3.77,0.31
2022-02-15,Constanta,57.13,271.33,159.82,16.01,9.36,4.9,0.95,16.25,0.28,1.4,1.88,1.15,0.31
2022-02-16,Constanta,52.94,265.55,162.14,33.99,0.21,3.03,41.08,12.08,0.35,4.98,4.93,3.48,0.53
2022-02-17,Constanta,47.76,51.64,114.21,50.95,1.17,3.44,2.09,22.64,0.18,5.2,3.01,2.55,0.29
2022-02-18,Constanta,61.49,293.98,91.58,30.67,8.96,2.73,20.41,4.53,0.07,0.04,4.4,18.81,0.86
2022-02-19,Constanta,37.02,64.71,87.5,66.21,7.26,3.65,49.58,7.83,0.34,2.08,1.56,13.44,0.78
2022-02-20,Constanta,49.85,106.89,125.3,66.57,5.49,3.41,42.73,9.34,0.39,5.64,4.77,1.9,0.17
2022-02-21,Constanta,42.69,169.24,180.23,107.7,0.42,0.62,36.94,5.51,0.25,0.29,2.99,18.39,0.38
2022-02-22,Constanta,57.31,108.38,133.8,82.47,2.59,2.73,25.15,13.53,0.1,1.43,2.94,13.24,0.74
2022-02-23,Constanta,49.36,159.82,172.87,100.09,4.37,0.67,2.61,24.92,0.23,3.46,0.77,9.41,0.11
2022-02-24,Constanta,41.6,71.38,140.6,76.65,2.16,0.15,46.15,8.21,0.31,3.35,2.35,15.15,0.4
2022-02-25,Constanta,48.17,160.88,44.34,24.72,9.68,4.02,12.77,17.72,0.24,4.51,2.6,9.85,0.11
2022-02-26,Constanta,44.21,348.89,161.05,85.81,4.59,2.7,41.61,6.31,0.36,2.69,3.44,13.49,0.26
2022-02-27,Constanta,39.33,19.94,5.13,77.82,6.59,4.91,0.36,18.17,0.07,4.48,3.48,11.54,0.89
2022-02-28,Constanta,46.6,46.01,199.6,114.44,2.7,2.14,27.5,4.63,0.35,2.85,0.77,19.08,0.27
2022-03-01,Constanta,52.05,57.27,76.02,76.46,9.03,0.1,29.92,16.91,0.44,5.54,1.79,8.67,0.69
2022-03-02,Constanta,52.6,107.32,168.78,21.15,1.19,3.12,30.33,7.06,0.23,1.29,1.84,18.66,0.76
2022-03-03,Constanta,54.32,165.86,161.24,65.35,3.28,3.43,49.35,7.85,0.26,2.33,3.64,17.75,0.77
2022-03-04,Constanta,52.49,322.5,24.34,102.06,3.31,2.27,20.61,11.28,0.38,5.04,0.42,12.51,0.38
2022-03-05,Constanta,44.77,177.37,135.75,69.46,7.34,4.95,12.5,19.57,0.26,4.12,2.51,7.17,0.12
2022-03-06,Constanta,51.18,9.76,6.69,86.98,8.68,0.61,8.33,1.2,0.18,3.01,3.84,0.43,0.67
2022-03-07,Constanta,48.25,109.07,160.78,63.9,6.18,4.6,4.63,24.87,0.3,1.14,0.46,7.61,0.21
2022-03-08,Constanta,69.5,133.27,52.28,41.13,6.68,1.19,36.88,20.43,0.33,0.0,1.45,17.41,0.08
2022-03-09,Constanta,54.38,175.38,51.83,17.91,8.79,3.53,9.53,7.6,0.2,3.46,3.21,14.36,0.09
2022-03-10,Constanta,58.58,68.59,64.51,114.67,3.31,1.74,33.22,2.38,0.01,0.36,2.11,14.17,0.64
2022-03-11,Constanta,52.94,334.21,89.2,13.85,2.28,2.39,4.9,18.37,0.33,3.42,4.31,11.39,0.53
2022-03-12,Constanta,57.76,164.55,79.95,43.13,4.35,3.98,1.4,10.62,0.14,0.07,1.64,13.53,0.71
2022-03-13,Constanta,43.7,299.16,124.94,66.09,8.18,1.16,15.79,2.81,0.4,5.15,4.55,11.1,0.95
2022-03-14,Constanta,44.73,211.92,62.82,5.93,0.02,4.92,25.06,2.99,0.39,0.27,4.85,5.76,0.98
2022-03-15,Constanta,60.32,194.72,175.99,91.52,0.1,2.22,38.18,3.76,0.41,2.71,2.56,4.7,0.72
2022-03-16,Constanta,42.2,92.69,109.03,6.94,6.54,3.76,40.41,21.13,0.49,0.89,4.32,0.23,0.54
2022-03-17,Constanta,63.68,197.03,116.98,56.72,6.08,4.67,9.74,14.65,0.36,5.78,2.07,15.67,0.53
2022-03-18,Constanta,56.76,94.76,185.91,26.58,3.75,3.07,12.91,6.3,0.15,3.95,1.57,14.92,0.92
2022-03-19,Constanta,50.52,314.46,189.89,65.23,9.47,0.19,39.08,10.41,0.44,0.14,4.47,9.9,0.02
2022-03-20,Constanta,52.82,54.22,143.74,70.65,8.92,1.6,24.29,4.76,0.32,5.5,4.1,14.92,0.46
2022-03-21,Constanta,51.77,325.38,193.29,112.85,5.34,1.63,39.26,22.18,0.32,1.82,3.73,10.04,0.83
2022-03-22,Constanta,31.97,314.37,102.54,38.6,8.58,0.12,32.52,0.51,0.16,2.85,4.75,3.26,0.11
2022-03-23,Constanta,55.13,34.46,126.62,74.9,6.96,1.96,33.23,13.34,0.22,0.18,2.49,17.43,0.83
2022-03-24,Constanta,33.81,78.05,190.86,41.55,7.42,2.03,42.96,13.46,0.24,2.26,1.92,17.77,0.45
2022-03-25,Constanta,45.78,74.0,71.52,32.67,4.96,1.45,42.71,24.05,0.05,2.05,4.03,2.48,0.81
2022-03-26,Constanta,60.6,116.04,24.3,3.42,5.2,1.12,2.81,6.94,0.33,4.9,0.8,3.48,0.54
2022-03-27,Constanta,46.52,285.97,31.44,45.03,2.15,0.58,45.82,17.61,0.09,4.47,4.74,2.38,0.89
2022-03-28,Constanta,67.3,42.41,126.86,1.85,7.05,2.66,36.44,7.31,0.2,2.85,4.1,9.94,0.81
2022-03-29,Constanta,52.57,308.51,161.91,85.85,5.82,4.63,20.0,15.29,0.17,4.89,2.85,0.31,0.48
2022-03-30,Constanta,64.5,131.59,6.49,56.75,3.67,0.73,12.77,1.17,0.16,3.78,1.88,11.1,0.32
2022-03-31,Constanta,64.32,109.63,147.13,109.45,5.2,3.81,11.72,19.17,0.19,0.73,2.49,10.05,0.76
2022-04-01,Constanta,60.76,106.22,179.0,33.48,4.92,0.18,28.11,9.25,0.21,0.8,4.17,11.62,0.33
2022-04-02,Constanta,50.15,234.34,13.91,5.05,5.16,3.64,38.73,24.05,0.05,3.01,2.48,7.8,0.89
2022-04-03,Constanta,52.47,338.54,144.07,84.61,2.91,3.48,1.87,20.71,0.34,2.41,2.46,19.28,0.93
2022-04-04,Constanta,47.53,135.9,144.2,73.16,8.54,2.85,48.94,21.96,0.12,4.68,0.8,10.9,0.55
2022-04-05,Constanta,55.49,329.14,159.87,115.03,4.3,2.8,24.0,19.14,0.04,5.16,2.83,9.14,0.73
2022-04-06,Constanta,60.98,15.86,168.3,76.79,5.82,0.97,38.97,9.67,0.32,1.38,0.73,14.99,0.84
2022-04-07,Constanta,64.34,123.57,16.45,75.39,6.89,0.56,15.04,0.34,0.05,5.79,1.47,8.79,0.96
2022-04-08,Constanta,51.53,346.12,84.64,61.71,2.61,1.12,18.19,11.32,0.41,3.07,4.17,14.61,0.8
2022-04-09,Constanta,35.54,333.26,180.18,82.51,6.24,2.35,4.45,3.77,0.19,2.41,2.29,14.37,0.49
2022-04-10,Constanta,37.65,222.29,161.81,27.26,2.03,2.5,39.51,9.62,0.48,0.12,0.64,9.59,0.76
2022-04-11,Constanta,52.79,321.1,27.09,104.73,9.35,2.44,22.51,16.4,0.13,1.17,3.26,18.13,0.31
2022-04-12,Constanta,47.03,211.83,36.4,98.52,2.55,2.38,7.99,3.38,0.33,3.04,4.78,11.61,0.11
2022-04-13,Constanta,40.44,292.99,115.44,14.07,7.15,2.95,36.17,11.48,0.07,0.58,1.44,4.83,0.19
2022-04-14,Constanta,55.71,99.34,19.53,104.17,6.78,3.53,9.31,16.68,0.34,5.16,0.75,1.87,0.82
2022-04-15,Constanta,59.33,339.44,181.92,29.36,9.93,4.11,28.33,11.52,0.01,3.06,3.63,4.34,0.22
2022-04-16,Constanta,38.88,325.77,144.42,3.16,7.66,4.69,40.23,1.15,0.31,4.26,4.49,7.83,0.85
2022-04-17,Constanta,48.37,126.31,95.84,103.03,6.03,2.74,18.03,17.17,0.21,2.13,2.03,18.69,0.88
2022-04-18,Constanta,48.55,50.3,56.46,11.95,8.9,3.51,26.45,0.64,0.36,1.84,1.27,4.35,0.94
2022-04-19,Constanta,42.05,307.49,156.69,2.11,6.39,1.53,22.41,9.27,0.32,4.62,4.56,6.21,0.58
2022-04-20,Constanta,39.42,19.06,167.97,72.97,3.69,4.47,24.47,9.27,0.49,3.73,1.42,0.39,0.86
2022-04-21,Constanta,63.44,107.91,178.26,61.3,3.25,1.96,47.34,8.8,0.4,1.12,1.31,6.46,0.74
2022-04-22,Constanta,44.61,126.78,45.05,2.35,3.34,0.06,0.09,14.14,0.1,5.6,1.3,3.71,0.68
2022-04-23,Constanta,56.76,49.43,21.2,100.88,0.77,1.58,16.11,16.74,0.19,5.32,0.79,19.51,0.01
2022-04-24,Constanta,61.89,14.22,87.31,73.26,2.21,3.94,1.44,23.92,0.47,2.2,0.97,18.83,0.48
2022-04-25,Constanta,43.76,140.36,10.15,13.8,5.81,1.03,40.22,19.96,0.04,2.6,4.34,4.08,0.58
2022-04-26,Constanta,31.11,107.96,183.47,19.2,8.83,3.21,40.09,11.08,0.42,2.81,1.79,3.11,0.67
2022-04-27,Constanta,38.88,123.84,4.46,81.19,1.73,3.49,19.19,8.03,0.22,3.11,4.65,11.89,0.41
2022-04-28,Constanta,33.67,10.19,15.13,47.53,0.8,4.89,39.91,12.72,0.14,1.18,2.72,1.08,0.45
2022-04-29,Constanta,53.08,82.79,106.12,76.18,1.55,4.5,28.63,0.43,0.1,2.44,1.77,3.83,0.78
2022-04-30,Constanta,48.36,342.76,34.87,100.62,5.91,2.79,0.45,22.78,0.46,4.91,0.55,14.59,0.43
2022-05-01,Constanta,63.73,78.92,167.77,61.95,7.7,2.48,6.9,23.77,0.08,3.88,3.55,0.88,0.31
2022-05-02,Constanta,44.2,83.1,161.15,17.04,0.16,4.77,22.27,24.95,0.3,4.89,2.69,7.17,0.04
2022-05-03,Constanta,43.8,144.31,60.67,11.58,5.91,3.58,0.21,1.37,0.23,1.58,0.3,3.08,0.9
2022-05-04,Constanta,55.2,294.71,132.01,54.9,0.18,2.27,7.02,16.51,0.03,0.57,3.1,14.76,0.53
2022-05-05,Constanta,54.4,253.89,60.29,101.47,3.09,4.61,32.33,23.97,0.2,2.63,3.22,17.75,0.52
2022-05-06,Constanta,43.6,248.78,117.53,85.8,4.47,4.64,36.53,5.64,0.13,1.3,3.32,15.29,0.34
2022-05-07,Constanta,40.49,101.12,152.12,36.65,9.8,3.23,11.49,13.4,0.42,2.81,0.65,0.7,0.58
2022-05-08,Constanta,49.29,307.59,35.44,93.04,7.97,3.32,29.83,19.69,0.02,1.03,0.3,13.26,0.12
2022-05-09,Constanta,64.61,304.0,175.05,60.37,9.38,4.66,4.62,5.22,0.5,0.67,5.0,6.31,0.16
2022-05-10,Constanta,54.8,160.44,2.46,29.45,8.99,2.31,46.89,6.38,0.02,4.72,4.29,3.9,0.75
2022-05-11,Constanta,53.55,185.59,57.07,77.59,1.01,0.12,11.15,8.92,0.49,2.97,2.53,11.45,0.54
2022-05-12,Constanta,54.19,28.52,185.68,105.03,1.7,4.67,2.06,11.0,0.3,1.07,3.34,14.42,0.98
2022-05-13,Constanta,42.83,12.12,69.2,41.72,0.88,1.94,48.71,18.14,0.14,0.95,0.12,2.49,0.86
2022-05-14,Constanta,48.66,340.99,171.37,68.73,4.34,2.9,11.08,11.13,0.18,1.78,1.54,17.59,0.74
2022-05-15,Constanta,47.93,247.95,69.04,51.26,0.12,2.39,27.95,17.27,0.09,0.86,0.76,6.25,0.92
2022-05-16,Constanta,42.82,239.89,52.45,76.71,0.34,0.52,2.68,3.73,0.0,1.41,2.88,12.31,0.48
2022-05-17,Constanta,43.79,47.05,104.38,98.51,8.84,0.51,20.5,10.86,0.49,2.8,1.95,12.48,0.52
2022-05-18,Constanta,62.87,302.56,13.67,66.96,6.86,4.45,15.04,7.04,0.42,5.65,0.97,10.45,0.8
2022-05-19,Constanta,53.8,289.29,33.11,40.0,2.84,2.83,30.09,14.06,0.4,5.58,1.74,10.26,0.53
2022-05-20,Constanta,42.58,337.68,131.02,51.48,2.16,1.5,45.34,4.85,0.19,1.11,3.93,9.44,0.61
2022-05-21,Constanta,55.16,252.38,99.69,68.35,9.68,2.04,16.34,5.78,0.35,0.47,4.72,14.84,0.5
2022-05-22,Constanta,49.96,10.86,122.65,17.09,3.43,0.84,10.61,13.17,0.19,2.08,0.66,13.49,0.02
2022-05-23,Constanta,54.83,293.78,78.09,22.5,8.58,1.22,9.05,0.31,0.09,3.47,0.07,18.14,0.78
2022-05-24,Constanta,51.07,303.6,102.94,100.05,6.06,1.58,42.62,10.76,0.18,5.56,3.16,12.35,0.43
2022-05-25,Constanta,65.81,147.67,177.16,114.97,5.67,3.99,19.1,7.22,0.23,5.68,4.06,12.47,0.33
2022-05-26,Constanta,53.86,177.84,25.86,80.1,9.22,4.5,7.83,5.25,0.36,4.99,4.04,4.66,0.97
2022-05-27,Constanta,41.93,230.11,48.69,14.84,6.91,2.88,12.06,9.71,0.1,0.1,2.12,7.51,0.51
2022-05-28,Constanta,34.16,163.3,31.28,16.32,2.86,3.07,26.97,17.61,0.42,5.36,0.05,0.25,0.06
2022-05-29,Constanta,42.78,26.27,184.34,99.07,1.33,1.5,45.42,5.08,0.43,1.63,0.67,7.0,0.68
2022-05-30,Constanta,53.59,288.27,25.39,11.29,0.94,3.72,16.84,3.08,0.07,1.47,1.92,11.09,0.24
2022-05-31,Constanta,61.93,99.27,30.27,46.9,6.78,0.08,41.73,5.04,0.06,2.26,1.66,10.59,0.24
2022-06-01,Constanta,52.83,322.08,195.72,62.7,4.33,2.82,7.83,19.95,0.13,1.42,3.46,17.87,0.7
2022-06-02,Constanta,50.49,139.04,95.12,6.7,8.01,4.72,18.15,18.08,0.44,2.02,2.07,8.59,0.17
2022-06-03,Constanta,46.3,327.27,94.43,103.89,6.49,3.48,15.91,0.8,0.24,5.65,2.53,13.99,0.12
2022-06-04,Constanta,58.24,50.56,72.49,27.6,7.94,3.79,29.26,13.05,0.46,2.6,2.86,14.87,0.55
2022-06-05,Constanta,56.78,50.21,111.77,97.89,7.89,2.48,45.2,18.33,0.05,3.52,2.27,14.63,0.79
2022-06-06,Constanta,54.57,252.53,41.36,47.69,2.82,4.16,6.0,24.05,0.16,5.1,1.39,10.47,0.38
2022-06-07,Constanta,37.31,146.86,142.18,75.73,7.94,0.87,29.61,4.66,0.34,2.51,0.25,15.96,0.86
2022-06-08,Constanta,37.95,108.44,166.48,50.69,1.53,1.51,12.91,6.98,0.03,0.13,1.76,14.97,0.41
2022-06-09,Constanta,56.65,206.0,105.92,110.16,7.46,4.48,7.67,17.03,0.17,0.34,4.7,13.15,0.95
2022-06-10,Constanta,47.94,336.88,105.28,54.24,5.06,1.18,14.59,7.23,0.26,2.76,2.96,5.23,0.87
2022-06-11,Constanta,43.73,163.71,154.88,46.73,3.85,1.77,23.45,14.0,0.48,5.7,1.83,4.74,0.47
2022-06-12,Constanta,41.93,15.08,137.05,11.08,3.07,3.72,30.67,24.55,0.31,2.66,4.27,4.17,0.5
2022-06-13,Constanta,62.55,12.88,21.78,42.65,2.99,3.08,7.93,6.51,0.19,3.75,0.12,12.51,0.71
2022-06-14,Constanta,53.54,92.44,153.81,103.71,0.04,2.22,35.06,16.89,0.43,1.22,0.2,5.06,0.37
2022-06-15,Constanta,50.52,292.54,193.29,17.04,7.88,3.22,15.54,3.48,0.16,4.26,2.74,4.08,0.06
2022-06-16,Constanta,53.73,187.45,56.46,54.91,5.14,1.71,26.44,8.97,0.16,4.28,2.8,10.54,0.71
2022-06-17,Constanta,54.37,167.36,161.0,30.05,3.03,0.54,15.97,7.21,0.18,2.63,0.65,0.22,0.16
2022-06-18,Constanta,41.18,222.56,61.1,31.84,0.83,1.52,23.48,22.0,0.02,2.26,1.98,16.92,0.47
2022-06-19,Constanta,45.53,330.25,98.81,106.3,3.76,2.38,47.05,24.41,0.29,3.28,4.89,19.79,0.85
2022-06-20,Constanta,55.6,250.9,149.94,35.07,0.99,3.94,28.23,5.69,0.34,1.81,0.76,8.55,0.42
2022-06-21,Constanta,43.75,241.6,166.61,49.76,3.59,3.76,48.0,15.93,0.25,3.32,2.48,18.02,0.91
2022-06-22,Constanta,55.24,106.03,143.86,38.34,6.55,1.9,43.49,23.52,0.07,3.26,4.84,16.64,0.45
2022-06-23,Constanta,35.76,97.05,82.48,57.45,1.92,2.47,29.23,3.17,0.48,2.6,4.58,3.01,0.84
2022-06-24,Constanta,42.55,23.9,108.14,90.07,0.28,1.96,41.5,5.73,0.31,1.11,3.72,13.52,0.34
2022-06-25,Constanta,51.94,114.78,28.74,14.58,6.05,0.05,13.32,0.28,0.04,2.49,0.45,5.77,0.61
2022-06-26,Constanta,63.62,176.72,96.9,115.71,4.5,1.81,27.5,15.77,0.15,3.37,1.49,7.7,0.82
2022-06-27,Constanta,38.75,151.05,146.81,117.81,6.12,2.25,15.27,8.41,0.3,3.98,1.41,1.71,0.11
2022-06-28,Constanta,51.74,18.98,11.53,80.86,4.74,0.47,26.21,21.79,0.29,3.51,1.4,1.88,0.38
2022-06-29,Constanta,56.13,314.45,125.33,4.98,5.33,2.74,29.19,23.8,0.49,4.56,3.64,1.21,0.89
2022-06-30,Constanta,56.69,233.93,161.24,3.23,4.93,1.73,17.01,3.96,0.46,5.01,0.28,0.47,0.78
2022-07-01,Constanta,52.49,232.13,112.42,92.57,2.01,0.66,0.85,16.12,0.07,2.79,0.15,19.88,0.61
2022-07-02,Constanta,59.56,171.78,152.49,110.02,8.63,1.78,7.39,3.98,0.04,2.01,4.34,19.38,0.55
